harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik,lantai
3650000,Balikpapan Utara,200.0,319,SHM,Unfurnished,4,5,4400,1
850000,Balikpapan Utara,70.0,100,SHM,Unfurnished,3,1,2200,1
985000,Balikpapan Utara,72.0,170,SHM,Unfurnished,3,2,5500,1
3900000,Balikpapan Utara,350.0,770,SHM,Unfurnished,5,6,4400,1
2600000,Balikpapan Utara,225.0,311,SHM,Unfurnished,3,2,3500,1
1900000,Balikpapan Utara,276.0,650,SHM,Unfurnished,3,2,2200,1
4300000,Balikpapan Utara,400.0,610,SHM,Unfurnished,3,3,3500,1
790000,Balikpapan Utara,72.0,96,SHM,Unfurnished,2,1,1300,1
1300000,Balikpapan Utara,45.0,117,SHM,Unfurnished,2,1,1300,1
4700000,Balikpapan Utara,310.0,475,SHM,Unfurnished,4,3,7700,1
1300000,Balikpapan Utara,84.0,144,SHM,Unfurnished,3,1,2200,1
700000,Balikpapan Utara,70.0,90,SHM,Unfurnished,2,1,1300,1
850000,Balikpapan Utara,70.0,125,SHM,Unfurnished,2,2,1300,1
3600000,Balikpapan Utara,356.0,358,SHM,Unfurnished,7,7,3500,1
900000,Balikpapan Utara,100.0,78,SHM,Unfurnished,3,2,1300,2
1500000,Balikpapan Utara,274.0,137,SHM,Unfurnished,5,3,3500,2
1450000,Balikpapan Utara,130.0,200,SHM,Unfurnished,3,3,2200,1
1300000,Balikpapan Utara,140.0,143,SHM,Unfurnished,2,3,2200,1
1800000,Balikpapan Utara,72.0,800,SHM,Unfurnished,3,1,1300,1
365000,Balikpapan Utara,40.0,90,HGB,Unfurnished,2,1,1300,1
1200000,Balikpapan Utara,150.0,56,SHM,Unfurnished,3,2,2200,2
950000,Balikpapan Utara,45.0,72,SHM,Unfurnished,2,2,1300,1
950000,Balikpapan Utara,210.0,210,SHM,Unfurnished,3,2,2200,1
1000000,Balikpapan Utara,150.0,150,SHM,Furnished,2,2,5500,1
360000,Balikpapan Utara,36.0,90,HGB,Unfurnished,2,1,1300,1
650000,Balikpapan Utara,90.0,90,SHM,Unfurnished,2,2,1300,1
1450000,Balikpapan Utara,200.0,211,SHM,Unfurnished,3,2,2200,1
870000,Balikpapan Utara,60.0,150,SHM,Unfurnished,2,1,1300,1
410000,Balikpapan Utara,40.0,84,SHM,Unfurnished,2,1,1300,1
800000,Balikpapan Utara,60.0,147,SHM,Unfurnished,2,2,2200,1
5100000,Balikpapan Utara,350.0,770,SHM,Unfurnished,5,6,19000,1
2950000,Balikpapan Utara,289.0,300,SHM,Unfurnished,6,4,10600,1
250000,Balikpapan Utara,38.0,60,HGB,Unfurnished,2,1,1300,1
375000,Balikpapan Utara,50.0,70,HGB,Unfurnished,2,1,1300,1
1250000,Balikpapan Utara,100.0,144,SHM,Unfurnished,3,2,1300,1
1800000,Balikpapan Utara,120.0,170,HGB,Unfurnished,2,2,4400,1
2230000,Balikpapan Utara,117.0,120,HGB,Unfurnished,3,2,2200,1
1500000,Balikpapan Utara,200.0,220,SHM,Unfurnished,4,4,2200,1
600000,Balikpapan Utara,45.0,150,SHM,Unfurnished,2,1,1300,1
850000,Balikpapan Utara,140.0,144,SHM,Unfurnished,3,3,3500,1
750000,Balikpapan Utara,48.0,146,SHM,Unfurnished,2,1,3500,1
360000,Balikpapan Utara,90.0,120,SHM,Unfurnished,2,1,1300,1
1130000,Balikpapan Utara,160.0,145,SHM,Unfurnished,4,2,4400,2
2100000,Balikpapan Utara,160.0,200,SHM,Unfurnished,3,2,2200,1
1600000,Balikpapan Utara,88.0,98,HGB,Unfurnished,3,3,2200,1
1550000,Balikpapan Utara,64.0,112,SHM,Unfurnished,2,2,2200,1
1100000,Balikpapan Utara,145.0,160,SHM,Unfurnished,4,3,4400,1
750000,Balikpapan Utara,91.0,45,SHM,Unfurnished,2,1,1300,2
9200000,Balikpapan Utara,839.0,1320,SHM,Unfurnished,3,5,3500,1
1700000,Balikpapan Utara,230.0,194,SHM,Unfurnished,4,3,1300,2
1250000,Balikpapan Utara,120.0,120,SHM,Unfurnished,2,2,2200,1
1600000,Balikpapan Utara,240.0,180,SHM,Furnished,4,4,2200,2
2000000,Balikpapan Utara,235.0,235,SHM,Unfurnished,2,2,3500,1
1550000,Balikpapan Utara,200.0,211,SHM,Unfurnished,4,2,2200,1
1600000,Balikpapan Utara,308.0,300,SHM,Unfurnished,4,3,2200,2
480000,Balikpapan Utara,45.0,120,HGB,Unfurnished,2,1,1300,1
1500000,Balikpapan Utara,130.0,200,SHM,Unfurnished,3,1,1300,1
1400000,Balikpapan Utara,120.0,210,SHM,Semi-furnished,4,2,1300,1
1850000,Balikpapan Utara,300.0,215,SHM,Unfurnished,4,2,3500,2
395000,Balikpapan Utara,45.0,72,SHM,Unfurnished,2,1,1300,1
500000,Balikpapan Utara,100.0,120,SHM,Unfurnished,3,1,1300,1
1300000,Balikpapan Utara,60.0,112,HGB,Unfurnished,2,1,5500,1
1100000,Balikpapan Utara,86.0,208,SHM,Unfurnished,2,1,2200,1
952000,Balikpapan Utara,125.0,198,HGB,Unfurnished,3,1,2200,1
1200000,Balikpapan Utara,130.0,120,SHM,Unfurnished,3,2,3500,2
875000,Balikpapan Utara,170.0,170,SHM,Unfurnished,3,4,3500,1
675000,Balikpapan Utara,110.0,110,SHM,Unfurnished,2,1,1300,1
1650000,Balikpapan Utara,100.0,260,SHM,Unfurnished,3,2,2200,1
3500000,Balikpapan Utara,287.0,319,SHM,Unfurnished,5,5,2200,1
4000000,Balikpapan Utara,260.0,538,SHM,Furnished,5,2,3500,1
900000,Balikpapan Utara,110.0,120,SHM,Unfurnished,2,2,2200,1
