harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik
2800000,Balikpapan Utara,225,311,SHM,Unfurnished,4,3,3500
800000,Balikpapan Selatan,120,84,SHM,Unfurnished,4,2,2200
750000,Balikpapan Timur,130,130,SHM,Unfurnished,3,2,2200
1300000,Balikpapan Selatan,150,180,SHM,Unfurnished,3,2,1300
1500000,Balikpapan Timur,70,238,SHM,Unfurnished,2,2,2200
485000,Balikpapan Utara,110,120,SHM,Unfurnished,3,2,1300
485000,Balikpapan Utara,110,120,SHM,Unfurnished,3,2,1300
500000,Balikpapan Utara,45,90,SHM,Unfurnished,2,1,1300
500000,Balikpapan Utara,45,90,SHM,Unfurnished,2,1,1300
2300000,Balikpapan Utara,88,140,SHM,Unfurnished,3,3,1300
485000,Balikpapan Utara,110,120,SHM,Semi-furnished,3,2,1300
1950000,Balikpapan Timur,100,289,SHM,Unfurnished,2,2,2200
3750000,Balikpapan Selatan,240,260,SHM,Unfurnished,4,4,2200
1400000,Balikpapan Selatan,200,150,SHM,Unfurnished,4,4,1300
1850000,Balikpapan Selatan,180,90,SHM,Unfurnished,4,4,3500
2500000,Balikpapan Selatan,136,216,SHM,Unfurnished,2,1,2200
950000,Balikpapan Selatan,45,92,SHM,Unfurnished,2,1,1300
2000000,Balikpapan Selatan,250,216,SHM,Unfurnished,4,3,3500
850000,Balikpapan Selatan,109,147,SHM,Unfurnished,4,3,2200
1750000,Balikpapan Utara,200,220,SHM,Unfurnished,5,3,4400
1050000,Balikpapan Utara,120,235,SHM,Unfurnished,3,1,2200
900000,Balikpapan Selatan,72,54,SHM,Unfurnished,3,2,2200
1900000,Balikpapan Selatan,216,250,SHM,Unfurnished,4,3,3500
650000,Balikpapan Tengah,120,200,SHM,Unfurnished,3,2,1300
675000,Balikpapan Selatan,85,100,SHM,Unfurnished,2,1,1300
1720000,Balikpapan Selatan,74,72,HGB,Furnished,3,2,2200
2300000,Balikpapan Utara,88,140,SHM,Unfurnished,3,3,1300
2250000,Balikpapan Selatan,92,105,HGB,Furnished,3,3,3500
2000000,Balikpapan Selatan,250,165,SHM,Unfurnished,3,2,2200
2000000,Balikpapan Selatan,250,165,SHM,Unfurnished,3,2,2200
2500000,Balikpapan Selatan,180,180,SHM,Unfurnished,4,3,3500
2500000,Balikpapan Selatan,180,180,SHM,Unfurnished,4,3,3500
950000,Balikpapan Selatan,150,150,SHM,Unfurnished,3,2,1300
600000,Balikpapan Utara,48,120,HGB,Unfurnished,2,1,2200
730000,Balikpapan Selatan,120,160,SHM,Unfurnished,3,1,1300
2160000,Balikpapan Utara,120,117,SHM,Unfurnished,3,2,2200
1760000,Balikpapan Utara,105,88,SHM,Unfurnished,3,2,2200
3260000,Balikpapan Utara,172,200,SHM,Unfurnished,4,3,2200
3720000,Balikpapan Baru,100,389,SHM,Unfurnished,6,3,2200
2500000,Balikpapan Selatan,150,221,SHM,Unfurnished,3,2,3500
1300000,Balikpapan Timur,147,147,SHM,Unfurnished,4,2,1300
600000,Balikpapan Timur,55,120,SHM,Unfurnished,2,1,1300
1100000,Balikpapan Timur,54,72,SHM,Unfurnished,4,3,2200
2000000,Balikpapan Baru,263,283,SHM,Unfurnished,4,4,2200
2500000,Balikpapan Selatan,295,150,SHM,Unfurnished,5,3,2200
12000000,Balikpapan Selatan,1270,1270,SHM,Unfurnished,6,5,6600
1900000,Balikpapan Selatan,105,121,SHM,Unfurnished,2,2,4400
850000,Balikpapan Tengah,100,60,SHM,Semi-furnished,2,2,2200
900000,Balikpapan Timur,180,120,SHM,Unfurnished,4,3,2200
800000,Balikpapan Utara,205,149,SHM,Unfurnished,3,2,2200
895000,Balikpapan Selatan,60,98,SHM,Unfurnished,2,1,1300
5000000,Balikpapan Selatan,360,360,SHM,Furnished,4,4,4400
425000,Balikpapan Utara,45,120,SHM,Unfurnished,2,1,1300
3750000,Balikpapan Selatan,600,447,SHM,Unfurnished,3,3,4400
2150000,Balikpapan Utara,100,160,SHM,Unfurnished,3,2,2200
600000,Balikpapan Timur,90,268,SHM,Unfurnished,3,2,900
2650000,Balikpapan Baru,298,200,SHM,Unfurnished,5,7,5500
1600000,Balikpapan Baru,98,216,HGB,Unfurnished,3,3,2200
6000000,Balikpapan Baru,875,343,SHM,Unfurnished,4,3,3500
6000000,Balikpapan Selatan,476,454,HGB,Unfurnished,7,5,5500
9000000,Balikpapan Selatan,400,670,SHM,Unfurnished,4,3,13200
6800000,Balikpapan Selatan,275,450,SHM,Unfurnished,4,3,2200
4800000,Balikpapan Selatan,250,395,HGB,Unfurnished,5,4,3500
2000000,Balikpapan Utara,200,200,SHM,Unfurnished,4,2,2200
650000,Balikpapan Timur,78,90,SHM,Unfurnished,3,1,1300
1500000,Balikpapan Utara,186,186,SHM,Unfurnished,4,3,2200
752000,Balikpapan Utara,70,90,SHM,Unfurnished,2,1,1300
702000,Balikpapan Utara,102,200,SHM,Unfurnished,3,2,900
1300000,Balikpapan Selatan,128,84,HGB,Semi-furnished,3,3,12700
1200000,Balikpapan Selatan,144,120,SHM,Furnished,4,2,3500
1130000,Balikpapan Utara,96,160,SHM,Unfurnished,3,2,2200
800000,Balikpapan Selatan,200,100,HGB,Unfurnished,6,4,2200
950000,Balikpapan Utara,208,208,SHM,Furnished,6,2,3500
1790000,Balikpapan Utara,153,173,SHM,Unfurnished,3,2,2200
485000,Balikpapan Barat,50,120,SHM,Unfurnished,2,1,2200
995000,Balikpapan Selatan,80,138,SHM,Unfurnished,3,2,2200
948000,Balikpapan Tengah,60,108,SHM,Unfurnished,2,1,2200
2500000,Balikpapan Kota,180,238,HGB,Unfurnished,3,2,2200
1000000,Balikpapan Selatan,80,90,SHM,Unfurnished,3,2,1300
2700000,Balikpapan Utara,500,311,SHM,Unfurnished,5,5,4400
1350000,Balikpapan Utara,120,112,SHM,Unfurnished,2,2,2200
1200000,Balikpapan Selatan,65,150,HGB,Unfurnished,4,3,2200
2100000,Balikpapan Selatan,250,216,SHM,Unfurnished,4,3,3500
550000,Balikpapan Timur,78,221,SHM,Unfurnished,2,2,1300
1200000,Balikpapan Timur,121,395,SHM,Unfurnished,3,2,1300
1200000,Balikpapan Utara,220,147,SHM,Unfurnished,6,3,2200
4600000,Balikpapan Baru,300,300,SHM,Unfurnished,4,4,5500
400000,Balikpapan Timur,150,300,SHM,Unfurnished,4,2,900
1200000,Balikpapan Utara,145,160,SHM,Unfurnished,4,2,4400
1350000,Balikpapan Kota,60,122,SHM,Unfurnished,2,1,5500
450000,Balikpapan Timur,126,150,SHM,Unfurnished,3,1,900
2200000,Balikpapan Tengah,240,176,SHM,Furnished,7,7,2200
1850000,Balikpapan Selatan,167,152,SHM,Semi-furnished,3,2,2200
400000,Balikpapan Utara,120,150,SHM,Unfurnished,1,1,900
1200000,Balikpapan Selatan,316,241,SHM,Unfurnished,3,3,5500
1200000,Balikpapan Kota,134,187,SHM,Unfurnished,3,2,2200
1300000,Balikpapan Selatan,300,150,SHM,Unfurnished,9,4,2200
1500000,Balikpapan Baru,100,150,SHM,Unfurnished,2,2,2200
2600000,Balikpapan Kota,176,176,SHM,Unfurnished,4,1,900
630000,Balikpapan Selatan,36,180,SHM,Unfurnished,2,1,1300
880000,Balikpapan Selatan,150,150,SHM,Unfurnished,5,3,5500
895000,Balikpapan Selatan,60,98,SHM,Unfurnished,2,1,1300
1700000,Balikpapan Utara,100,260,SHM,Unfurnished,3,1,2200
1200000,Balikpapan Utara,150,300,SHM,Unfurnished,5,2,1300
670000,Balikpapan Selatan,90,90,SHM,Unfurnished,2,1,2200
500000,Balikpapan Selatan,200,200,SHM,Unfurnished,4,1,1300
4500000,Balikpapan Selatan,580,1034,SHM,Unfurnished,5,4,4400
2200000,Balikpapan Baru,128,180,SHM,Unfurnished,3,2,2200
9500000,Balikpapan Selatan,400,670,SHM,Unfurnished,4,3,13200
730000,Balikpapan Selatan,56,84,SHM,Unfurnished,3,2,2200
5600000,Balikpapan Baru,250,400,SHM,Unfurnished,4,4,4400
1100000,Balikpapan Timur,120,135,SHM,Semi-furnished,8,4,3500
1700000,Balikpapan Baru,150,200,SHM,Unfurnished,3,2,2200
845000,Balikpapan Selatan,125,143,SHM,Unfurnished,2,1,1300
1800000,Balikpapan Baru,120,144,SHM,Unfurnished,3,2,2200
550000,Balikpapan Utara,48,150,SHM,Unfurnished,2,1,1300
1350000,Balikpapan Kota,280,137,SHM,Unfurnished,5,3,3500
1200000,Balikpapan Selatan,90,140,HGB,Unfurnished,3,2,2200
2700000,Balikpapan Utara,180,148,HGB,Unfurnished,3,2,2200
2400000,Balikpapan Baru,230,220,SHM,Unfurnished,6,4,1300
405000,Balikpapan Utara,39,150,HGB,Unfurnished,2,1,1300
3800000,Balikpapan Kota,230,400,SHM,Unfurnished,4,3,1300
2300000,Balikpapan Baru,156,234,SHM,Unfurnished,6,2,2200
1350000,Balikpapan Selatan,75,144,SHM,Unfurnished,2,2,2200
800000,Balikpapan Selatan,45,115,SHM,Unfurnished,2,1,1300
3750000,Balikpapan Utara,450,319,SHM,Unfurnished,4,5,4400
5780000,Balikpapan Tengah,400,665,SHM,Unfurnished,3,3,4400
1670000,Balikpapan Utara,80,250,SHM,Unfurnished,2,1,2200
2000000,Balikpapan Utara,135,285,SHM,Unfurnished,2,2,4400
875000,Balikpapan Utara,100,120,SHM,Unfurnished,2,2,2200
2400000,Balikpapan Baru,320,160,SHM,Unfurnished,4,4,2200
1420000,Balikpapan Utara,200,211,SHM,Unfurnished,3,2,2200
650000,Balikpapan Selatan,90,120,SHM,Unfurnished,3,1,1300
875000,Balikpapan Utara,100,120,SHM,Unfurnished,2,2,2200
1750000,Balikpapan Utara,150,256,SHM,Unfurnished,3,3,2200
7000000,Balikpapan Baru,176,648,SHM,Unfurnished,4,3,3500
700000,Balikpapan Selatan,42,112,SHM,Unfurnished,2,1,1300
900000,Balikpapan Selatan,45,112,SHM,Unfurnished,2,1,1300
1900000,Balikpapan Selatan,68,256,SHM,Unfurnished,3,2,2200
600000,Balikpapan Utara,90,120,SHM,Unfurnished,3,2,1300
2250000,Balikpapan Selatan,155,210,SHM,Unfurnished,4,5,3500
4500000,Balikpapan Selatan,199,356,SHM,Unfurnished,4,2,5500
10000000,Balikpapan Selatan,998,826,SHM,Unfurnished,4,5,4400
6500000,Balikpapan Selatan,400,500,SHM,Unfurnished,5,4,5500
1100000,Balikpapan Selatan,100,150,SHM,Unfurnished,3,2,1300
1100000,Balikpapan Selatan,100,162,SHM,Unfurnished,2,2,1300
5000000,Balikpapan Baru,350,612,SHM,Unfurnished,6,4,5500
700000,Balikpapan Utara,90,200,SHM,Unfurnished,3,2,1300
1000000,Balikpapan Tengah,200,200,SHM,Unfurnished,4,3,2200
10000000,Balikpapan Tengah,250,307,SHM,Semi-furnished,8,3,3500
4500000,Balikpapan Selatan,400,600,SHM,Unfurnished,4,4,5500
295000,Balikpapan Timur,36,120,SHM,Unfurnished,2,1,1300
800000,Balikpapan Utara,120,96,SHM,Unfurnished,2,2,1300
4000000,Balikpapan Tengah,300,427,SHM,Unfurnished,5,2,2200
700000,Balikpapan Selatan,210,120,SHM,Unfurnished,3,3,900
950000,Balikpapan Utara,218,218,SHM,Unfurnished,4,2,1300
1500000,Balikpapan Utara,177,268,HGB,Unfurnished,3,3,2200
900000,Balikpapan Timur,72,191,SHM,Unfurnished,2,2,2200
390000,Balikpapan Selatan,120,120,SHM,Unfurnished,2,1,1300
450000,Balikpapan Utara,110,118,SHM,Unfurnished,3,1,2200
1700000,Balikpapan Utara,172,155,SHM,Unfurnished,5,2,2200
2800000,Balikpapan Tengah,136,733,SHM,Unfurnished,3,2,2200
6500000,Balikpapan Selatan,300,1407,HGB,Unfurnished,4,4,10000
6800000,Balikpapan Kota,298,435,SHM,Unfurnished,7,3,10600
980000,Balikpapan Tengah,125,120,SHM,Unfurnished,3,2,2200
4100000,Balikpapan Kota,460,318,SHM,Unfurnished,5,3,2200
1290000,Balikpapan Selatan,240,240,SHM,Unfurnished,3,2,2200
2200000,Balikpapan Selatan,300,360,SHM,Unfurnished,4,2,2200
1500000,Balikpapan Utara,200,200,SHM,Unfurnished,4,2,3500
1300000,Balikpapan Utara,110,144,SHM,Unfurnished,3,1,1300
900000,Balikpapan Selatan,100,178,SHM,Unfurnished,5,2,1300
3000000,Balikpapan Kota,74,240,SHM,Unfurnished,5,5,4400
1200000,Balikpapan Utara,175,195,HGB,Unfurnished,5,3,2200
600000,Balikpapan Utara,100,108,SHM,Unfurnished,3,1,1300
3800000,Balikpapan Utara,230,400,SHM,Unfurnished,4,3,1300
1400000,Balikpapan Barat,230,350,SHM,Unfurnished,7,3,3500
480000,Balikpapan Selatan,50,96,SHM,Unfurnished,2,1,1300
2500000,Balikpapan Selatan,300,150,SHM,Unfurnished,5,3,2200
1800000,Balikpapan Selatan,300,216,SHM,Unfurnished,4,2,3500
3500000,Balikpapan Selatan,320,230,SHM,Unfurnished,4,3,2200
1490000,Balikpapan Selatan,120,144,SHM,Unfurnished,3,2,2200
2000000,Balikpapan Kota,220,300,SHM,Unfurnished,4,3,5500
1600000,Balikpapan Selatan,135,160,SHM,Unfurnished,2,2,2200
1300000,Balikpapan Utara,172,320,SHM,Unfurnished,3,3,4400
750000,Balikpapan Selatan,180,120,SHM,Unfurnished,3,1,2200
1500000,Balikpapan Selatan,158,328,SHM,Unfurnished,3,2,2200
3800000,Balikpapan Selatan,250,200,SHM,Unfurnished,6,4,3500
1690000,Balikpapan Utara,60,250,SHM,Unfurnished,3,1,1300
1200000,Balikpapan Utara,120,180,SHM,Unfurnished,3,2,4400
4600000,Balikpapan Selatan,300,485,SHM,Unfurnished,3,2,6600
1500000,Balikpapan Kota,274,137,SHM,Unfurnished,5,3,3500
1600000,Balikpapan Selatan,176,210,SHM,Unfurnished,3,2,3500
1500000,Balikpapan Selatan,150,193,SHM,Unfurnished,5,4,4400
1200000,Balikpapan Timur,70,152,SHM,Unfurnished,3,2,2200
5250000,Balikpapan Selatan,350,500,SHM,Furnished,3,3,16500
5250000,Balikpapan Selatan,350,500,SHM,Unfurnished,3,3,16500
7000000,Balikpapan Selatan,380,190,SHM,Unfurnished,4,6,5500
1000000,Balikpapan Kota,174,150,SHM,Unfurnished,6,4,3500
800000,Balikpapan Selatan,90,120,SHM,Unfurnished,2,1,1300
850000,Balikpapan Selatan,120,150,SHM,Unfurnished,3,2,2200
2800000,Balikpapan Selatan,240,162,HGB,Unfurnished,3,3,3500
2900000,Balikpapan Selatan,240,140,SHM,Unfurnished,4,3,2200
900000,Balikpapan Utara,120,120,SHM,Unfurnished,2,2,2200
1200000,Balikpapan Tengah,150,165,SHM,Unfurnished,4,2,1300
470000,Balikpapan Utara,45,120,HGB,Unfurnished,2,1,1300
515000,Balikpapan Utara,45,96,SHM,Unfurnished,2,1,1300
1300000,Balikpapan Utara,350,230,SHM,Unfurnished,3,2,10000
3200000,Balikpapan Selatan,213,250,SHM,Semi-furnished,5,4,2200
900000,Balikpapan Selatan,90,189,SHM,Unfurnished,3,2,1300
2100000,Balikpapan Selatan,50,776,SHM,Unfurnished,3,1,900
1900000,Balikpapan Selatan,120,120,SHM,Unfurnished,4,2,2200
1200000,Balikpapan Selatan,85,136,SHM,Unfurnished,3,1,1300
2100000,Balikpapan Tengah,371,296,SHM,Unfurnished,3,2,4400
1550000,Balikpapan Selatan,91,168,SHM,Semi-furnished,4,3,2200
650000,Balikpapan Selatan,48,120,SHM,Unfurnished,2,1,1300
825000,Balikpapan Selatan,55,90,SHM,Unfurnished,2,1,2200
700000,Balikpapan Utara,130,150,SHM,Unfurnished,2,2,2200
1700000,Balikpapan Selatan,82,155,SHM,Unfurnished,3,2,4400
3200000,Balikpapan Selatan,155,200,SHM,Furnished,3,3,2200
1700000,Balikpapan Utara,150,180,SHM,Unfurnished,4,3,2200
2500000,Balikpapan Selatan,100,240,SHM,Unfurnished,3,2,1300
500000,Balikpapan Utara,96,96,SHM,Unfurnished,2,2,2200
1900000,Balikpapan Utara,250,276,SHM,Unfurnished,4,4,3500
1800000,Balikpapan Utara,200,194,SHM,Unfurnished,3,3,2200
1750000,Balikpapan Selatan,150,180,SHM,Unfurnished,3,2,2200
1850000,Balikpapan Selatan,68,256,SHM,Unfurnished,3,2,2200
1500000,Balikpapan Utara,240,200,SHM,Unfurnished,6,4,1300
500000,Balikpapan Selatan,60,90,SHM,Unfurnished,2,2,1300
1700000,Balikpapan Kota,84,145,SHM,Unfurnished,3,2,2200
700000,Balikpapan Selatan,140,142,SHM,Unfurnished,3,1,1300
1300000,Balikpapan Utara,100,150,SHM,Furnished,2,2,4400
885000,Balikpapan Selatan,55,227,SHM,Unfurnished,2,1,4400
2500000,Balikpapan Selatan,225,198,SHM,Unfurnished,4,3,2200
1250000,Balikpapan Utara,121,395,SHM,Unfurnished,3,2,2200
430000,Balikpapan Utara,42,105,SHM,Unfurnished,2,1,1300
5500000,Balikpapan Baru,400,475,SHM,Unfurnished,4,2,5500
12000000,Balikpapan Selatan,560,420,SHM,Unfurnished,6,4,16500
1850000,Balikpapan Selatan,100,210,SHM,Unfurnished,3,2,1300
1050000,Balikpapan Selatan,60,90,SHM,Unfurnished,2,2,2200
1150000,Balikpapan Selatan,55,90,SHM,Unfurnished,2,1,2200
1450000,Balikpapan Selatan,105,121,SHM,Unfurnished,3,2,4400
1400000,Balikpapan Selatan,70,140,HGB,Unfurnished,3,2,2200
1200000,Balikpapan Selatan,70,120,HGB,Unfurnished,3,2,3500
960000,Balikpapan Selatan,60,90,HGB,Unfurnished,2,1,1300
1200000,Balikpapan Selatan,70,130,HGB,Semi-furnished,3,2,2200
3200000,Balikpapan Selatan,226,280,SHM,Unfurnished,5,5,4400
1700000,Balikpapan Tengah,150,200,SHM,Unfurnished,2,1,2200
725000,Balikpapan Utara,57,120,SHM,Unfurnished,2,1,2200
650000,Balikpapan Tengah,150,105,SHM,Unfurnished,4,2,1300
2300000,Balikpapan Utara,88,140,SHM,Unfurnished,3,3,2200
600000,Balikpapan Utara,44,104,SHM,Unfurnished,2,1,1300
1550000,Balikpapan Selatan,125,135,SHM,Unfurnished,8,3,2200
850000,Balikpapan Barat,77,165,SHM,Unfurnished,2,2,1300
