harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik
4500000,Balikpapan Tengah,135,206,SHM,Unfurnished,7,7,2200
2700000,Balikpapan Baru,220,230,SHM,Unfurnished,6,4,2200
4400000,Balikpapan Tengah,160,625,SHM,Unfurnished,4,3,2200
2700000,Balikpapan Baru,250,180,SHM,Unfurnished,4,3,2200
2700000,Balikpapan Selatan,190,216,SHM,Unfurnished,3,3,5500
5500000,Balikpapan Baru,400,396,SHM,Unfurnished,5,4,5500
1900000,Balikpapan Tengah,180,96,SHM,Unfurnished,4,3,2200
750000,Balikpapan Utara,60,120,SHM,Unfurnished,2,1,2200
3500000,Balikpapan Baru,250,240,SHM,Unfurnished,4,3,3500
3000000,Balikpapan Selatan,117,150,SHM,Unfurnished,3,2,2200
2200000,Balikpapan Timur,400,700,SHM,Unfurnished,4,2,5500
1200000,Balikpapan Utara,120,180,SHM,Unfurnished,3,2,4400
1300000,Balikpapan Selatan,120,120,SHM,Unfurnished,2,2,2200
1450000,Balikpapan Selatan,105,153,HGB,Unfurnished,3,3,1300
12000000,Balikpapan Utara,500,1270,SHM,Unfurnished,6,5,2200
430000,Balikpapan Kota,60,180,SHM,Unfurnished,3,1,1300
700000,Balikpapan Utara,120,120,SHM,Unfurnished,2,2,1300
750000,Balikpapan Utara,70,125,SHM,Unfurnished,2,2,1300
930000,Balikpapan Tengah,54,90,SHM,Unfurnished,3,2,1300
450000,Balikpapan Timur,74,74,SHM,Unfurnished,4,2,2200
5500000,Balikpapan Selatan,250,500,SHM,Unfurnished,4,3,5500
1200000,Balikpapan Selatan,100,144,SHM,Unfurnished,4,2,1300
1200000,Balikpapan Timur,90,180,SHM,Unfurnished,4,3,2200
595000,Balikpapan Timur,45,108,SHM,Unfurnished,2,1,1300
1600000,Balikpapan Selatan,135,160,SHM,Unfurnished,2,2,2200
10000000,Balikpapan Selatan,998,826,SHM,Unfurnished,4,5,4400
650000,Balikpapan Selatan,120,150,SHM,Unfurnished,4,3,2200
1000000,Balikpapan Selatan,96,120,SHM,Unfurnished,2,1,3500
2400000,Balikpapan Kota,74,375,SHM,Unfurnished,3,1,1300
600000,Balikpapan Selatan,100,105,SHM,Unfurnished,2,1,1300
3650000,Balikpapan Selatan,256,288,SHM,Unfurnished,3,2,5500
1200000,Balikpapan Selatan,184,300,SHM,Unfurnished,4,3,2200
1650000,Balikpapan Selatan,130,152,SHM,Unfurnished,5,4,2200
1200000,Balikpapan Selatan,70,120,HGB,Unfurnished,4,2,2200
485000,Balikpapan Utara,45,96,SHM,Unfurnished,2,1,1300
548000,Balikpapan Selatan,45,165,SHM,Unfurnished,2,1,1300
6500000,Balikpapan Tengah,200,156,SHM,Unfurnished,4,4,3300
1500000,Balikpapan Timur,91,105,SHM,Unfurnished,3,2,2200
1500000,Balikpapan Utara,47,72,SHM,Unfurnished,2,1,2200
600000,Balikpapan Utara,70,90,SHM,Furnished,2,1,1300
2100000,Balikpapan Selatan,231,231,SHM,Semi-furnished,3,3,2200
1750000,Balikpapan Selatan,100,212,SHM,Unfurnished,2,1,2200
1800000,Balikpapan Selatan,100,190,SHM,Unfurnished,5,5,3500
2800000,Balikpapan Baru,298,200,SHM,Unfurnished,5,4,5500
5500000,Balikpapan Tengah,600,620,SHM,Unfurnished,3,3,9500
850000,Balikpapan Utara,100,150,SHM,Unfurnished,3,2,1300
585000,Balikpapan Selatan,36,87,HGB,Unfurnished,2,1,1300
4500000,Balikpapan Selatan,400,389,SHM,Unfurnished,3,3,4400
550000,Balikpapan Selatan,72,72,SHM,Unfurnished,2,1,1300
2500000,Balikpapan Baru,119,180,SHM,Unfurnished,3,2,2200
3500000,Balikpapan Selatan,298,160,SHM,Unfurnished,4,4,5500
1400000,Balikpapan Selatan,100,144,SHM,Unfurnished,4,2,2200
3500000,Balikpapan Selatan,300,300,SHM,Unfurnished,4,6,2200
1200000,Balikpapan Selatan,150,150,SHM,Unfurnished,3,1,2200
850000,Balikpapan Selatan,120,120,HGB,Unfurnished,3,2,1300
1800000,Balikpapan Utara,150,256,SHM,Unfurnished,3,3,2200
7500000,Balikpapan Baru,289,612,SHM,Unfurnished,6,6,5500
1880000,Balikpapan Utara,139,206,SHM,Unfurnished,4,2,3500
950000,Balikpapan Utara,110,120,SHM,Unfurnished,2,2,2200
1950000,Balikpapan Selatan,190,136,HGB,Unfurnished,3,2,1300
3500000,Balikpapan Selatan,298,160,SHM,Unfurnished,4,4,5500
1150000,Balikpapan Selatan,79,151,SHM,Unfurnished,3,2,2200
3900000,Balikpapan Baru,170,235,SHM,Unfurnished,3,2,2200
650000,Balikpapan Selatan,54,72,SHM,Unfurnished,3,2,4400
2420000,Balikpapan Tengah,225,354,SHM,Furnished,4,3,4400
650000,Balikpapan Tengah,45,96,SHM,Unfurnished,2,1,1300
1650000,Balikpapan Baru,200,216,SHM,Unfurnished,3,2,900
795000,Balikpapan Selatan,56,84,SHM,Unfurnished,3,2,2200
700000,Balikpapan Selatan,45,85,HGB,Unfurnished,2,1,1300
1200000,Balikpapan Selatan,120,158,SHM,Unfurnished,3,2,2200
1500000,Balikpapan Selatan,60,180,SHM,Unfurnished,3,2,2200
1800000,Balikpapan Utara,308,300,SHM,Unfurnished,5,4,4400
1300000,Balikpapan Timur,122,112,SHM,Unfurnished,2,2,2200
1000000,Balikpapan Utara,100,162,SHM,Unfurnished,4,2,2200
950000,Balikpapan Utara,150,210,HGB,Unfurnished,4,2,2200
673000,Balikpapan Tengah,42,78,SHM,Furnished,3,1,1300
1200000,Balikpapan Selatan,90,120,HGB,Unfurnished,2,1,1300
900000,Balikpapan Selatan,60,91,SHM,Unfurnished,2,1,1300
1250000,Balikpapan Utara,98,210,SHM,Unfurnished,3,2,900
2800000,Balikpapan Selatan,92,126,SHM,Unfurnished,3,3,2200
1100000,Balikpapan Selatan,120,120,SHM,Unfurnished,3,3,2200
2800000,Balikpapan Utara,225,311,SHM,Unfurnished,3,2,3500
1650000,Balikpapan Utara,246,250,SHM,Unfurnished,6,2,2200
850000,Balikpapan Kota,135,125,SHM,Unfurnished,3,3,2200
800000,Balikpapan Selatan,125,130,SHM,Unfurnished,3,2,2200
850000,Balikpapan Selatan,160,180,HGB,Unfurnished,3,2,1300
1750000,Balikpapan Selatan,280,300,SHM,Unfurnished,5,2,3500
1350000,Balikpapan Timur,320,350,SHM,Unfurnished,4,5,2200
1250000,Balikpapan Selatan,100,144,SHM,Unfurnished,4,2,1300
900000,Balikpapan Selatan,100,163,SHM,Unfurnished,4,2,1300
1100000,Balikpapan Timur,120,135,SHM,Unfurnished,8,4,3500
3400000,Balikpapan Tengah,220,305,SHM,Unfurnished,3,2,1300
1800000,Balikpapan Utara,243,268,SHM,Unfurnished,6,3,2200
975000,Balikpapan Utara,47,60,SHM,Unfurnished,2,2,2200
1250000,Balikpapan Utara,47,60,SHM,Unfurnished,2,2,2200
700000,Balikpapan Selatan,60,90,SHM,Unfurnished,2,1,1300
500000,Balikpapan Selatan,42,84,HGB,Unfurnished,2,1,1300
2200000,Balikpapan Selatan,200,160,SHM,Unfurnished,4,4,2200
2200000,Balikpapan Selatan,200,160,SHM,Unfurnished,4,4,2200
3950000,Balikpapan Utara,200,180,SHM,Unfurnished,3,3,5500
3950000,Balikpapan Utara,200,180,SHM,Semi-furnished,3,3,5500
1750000,Balikpapan Selatan,65,249,SHM,Unfurnished,3,2,3500
3500000,Balikpapan Selatan,100,330,SHM,Unfurnished,5,3,2200
3100000,Balikpapan Selatan,130,389,SHM,Semi-furnished,5,3,2200
1500000,Balikpapan Selatan,100,152,SHM,Unfurnished,3,2,7600
850000,Balikpapan Utara,60,90,SHM,Semi-furnished,2,2,2200
3500000,Balikpapan Utara,319,319,SHM,Unfurnished,4,5,4400
450000,Balikpapan Utara,45,120,HGB,Unfurnished,2,1,1300
450000,Balikpapan Utara,45,120,HGB,Semi-furnished,2,1,1300
950000,Balikpapan Selatan,270,330,SHM,Unfurnished,4,2,3500
600000,Balikpapan Timur,182,182,SHM,Unfurnished,3,2,900
3500000,Balikpapan Selatan,250,300,SHM,Unfurnished,3,3,3500
1450000,Balikpapan Tengah,300,215,SHM,Unfurnished,6,4,2200
1200000,Balikpapan Utara,125,120,SHM,Unfurnished,3,2,2200
1700000,Balikpapan Baru,150,230,SHM,Unfurnished,5,2,2200
450000,Balikpapan Selatan,65,102,HGB,Unfurnished,2,1,900
525000,Balikpapan Selatan,48,72,SHM,Unfurnished,2,1,1300
1900000,Balikpapan Selatan,250,180,HGB,Unfurnished,4,3,2200
570000,Balikpapan Selatan,100,100,SHM,Unfurnished,3,2,1300
470000,Balikpapan Utara,36,84,SHM,Unfurnished,2,1,1300
1700000,Balikpapan Selatan,207,144,SHM,Unfurnished,5,3,4400
2500000,Balikpapan Baru,160,200,HGB,Unfurnished,3,3,2200
4500000,Balikpapan Baru,204,342,SHM,Unfurnished,4,4,5500
750000,Balikpapan Selatan,120,130,SHM,Unfurnished,3,2,2200
2000000,Balikpapan Utara,270,210,SHM,Unfurnished,6,3,2200
920000,Balikpapan Selatan,80,60,HGB,Unfurnished,3,3,2200
1650000,Balikpapan Selatan,105,121,SHM,Unfurnished,3,2,4400
800000,Balikpapan Selatan,144,150,SHM,Unfurnished,2,1,1300
2200000,Balikpapan Utara,300,200,SHM,Semi-furnished,3,2,2200
2500000,Balikpapan Tengah,350,435,SHM,Furnished,3,2,2200
3990000,Balikpapan Tengah,199,356,HGB,Unfurnished,4,4,3500
1700000,Balikpapan Utara,141,160,SHM,Unfurnished,3,2,2200
1190000,Balikpapan Selatan,60,122,SHM,Semi-furnished,2,1,5500
2100000,Balikpapan Tengah,263,286,SHM,Unfurnished,4,4,2200
1000000,Balikpapan Utara,190,210,SHM,Unfurnished,3,2,2200
1690000,Balikpapan Utara,100,120,SHM,Unfurnished,3,3,2200
650000,Balikpapan Selatan,36,72,SHM,Unfurnished,2,2,1300
895000,Balikpapan Tengah,240,325,SHM,Unfurnished,4,2,1300
1200000,Balikpapan Utara,56,112,SHM,Unfurnished,2,2,2200
1600000,Balikpapan Baru,68,216,HGB,Unfurnished,3,3,2200
1300000,Balikpapan Kota,120,120,HGB,Unfurnished,2,2,2200
7000000,Balikpapan Kota,275,450,HGB,Unfurnished,4,3,4400
4500000,Balikpapan Baru,355,554,SHM,Unfurnished,3,2,4400
895000,Balikpapan Selatan,60,150,SHM,Unfurnished,2,1,1300
620000,Balikpapan Utara,60,165,SHM,Unfurnished,2,1,1300
7800000,Balikpapan Selatan,300,300,SHM,Unfurnished,6,4,10000
2300000,Balikpapan Selatan,200,288,SHM,Unfurnished,5,4,4400
1750000,Balikpapan Baru,100,96,SHM,Unfurnished,3,2,2200
2500000,Balikpapan Selatan,116,240,SHM,Unfurnished,3,2,1300
2500000,Balikpapan Baru,310,198,HGB,Unfurnished,3,4,2200
1800000,Balikpapan Utara,200,200,SHM,Unfurnished,3,2,2200
440000,Balikpapan Utara,45,120,SHM,Unfurnished,2,1,1300
1000000,Balikpapan Selatan,140,144,SHM,Unfurnished,2,1,1300
1600000,Balikpapan Baru,100,96,SHM,Unfurnished,3,2,2200
1550000,Balikpapan Utara,160,186,SHM,Unfurnished,4,3,2200
1530000,Balikpapan Selatan,200,380,SHM,Unfurnished,8,3,4400
5000000,Balikpapan Baru,200,400,SHM,Unfurnished,3,3,13200
1500000,Balikpapan Utara,85,136,SHM,Furnished,3,1,1300
1700000,Balikpapan Baru,170,240,SHM,Unfurnished,3,2,2200
3650000,Balikpapan Utara,200,319,SHM,Unfurnished,4,5,4400
850000,Balikpapan Utara,70,100,SHM,Unfurnished,3,1,2200
985000,Balikpapan Timur,176,200,SHM,Unfurnished,5,4,3500
985000,Balikpapan Utara,72,170,SHM,Unfurnished,3,2,5500
600000,Balikpapan Tengah,36,72,SHM,Unfurnished,2,1,1300
4500000,Balikpapan Selatan,260,300,SHM,Unfurnished,4,3,2200
2200000,Balikpapan Selatan,251,306,SHM,Unfurnished,4,3,2200
4000000,Balikpapan Tengah,160,625,SHM,Unfurnished,4,3,2200
3900000,Balikpapan Utara,350,770,SHM,Unfurnished,5,6,4400
2600000,Balikpapan Utara,225,311,SHM,Unfurnished,3,2,3500
1090000,Balikpapan Baru,174,150,SHM,Unfurnished,6,4,3500
1900000,Balikpapan Utara,276,650,SHM,Unfurnished,3,2,2200
950000,Balikpapan Tengah,66,72,SHM,Unfurnished,2,2,1300
800000,Balikpapan Selatan,60,90,HGB,Unfurnished,2,1,2200
4300000,Balikpapan Utara,400,610,SHM,Unfurnished,3,3,3500
1500000,Balikpapan Tengah,96,200,SHM,Unfurnished,3,1,1300
1750000,Balikpapan Selatan,36,175,SHM,Unfurnished,2,2,2200
385000,Balikpapan Selatan,36,72,HGB,Unfurnished,2,1,1300
1900000,Balikpapan Barat,500,900,SHM,Unfurnished,3,2,5500
790000,Balikpapan Utara,72,96,SHM,Unfurnished,2,1,1300
1300000,Balikpapan Utara,45,117,SHM,Unfurnished,2,1,1300
1500000,Balikpapan Utara,240,200,SHM,Unfurnished,6,4,1300
650000,Balikpapan Selatan,36,78,HGB,Unfurnished,2,1,1300
5500000,Balikpapan Selatan,400,665,SHM,Unfurnished,3,3,4400
750000,Balikpapan Selatan,120,120,HGB,Unfurnished,3,2,2200
1870000,Balikpapan Baru,230,150,SHM,Unfurnished,5,2,1300
1200000,Balikpapan Tengah,109,339,SHM,Furnished,8,4,5500
1950000,Balikpapan Baru,200,230,SHM,Furnished,4,2,2200
1620000,Balikpapan Selatan,65,163,SHM,Unfurnished,3,1,2200
1700000,Balikpapan Baru,198,198,SHM,Unfurnished,3,3,3500
700000,Balikpapan Selatan,84,96,SHM,Unfurnished,2,1,1300
4700000,Balikpapan Utara,310,475,SHM,Unfurnished,4,3,7700
2250000,Balikpapan Selatan,180,288,SHM,Unfurnished,5,4,3500
2500000,Balikpapan Tengah,320,200,HGB,Unfurnished,4,2,2200
1300000,Balikpapan Utara,84,144,SHM,Unfurnished,3,1,2200
700000,Balikpapan Utara,70,90,SHM,Unfurnished,2,1,1300
850000,Balikpapan Utara,70,125,SHM,Unfurnished,2,2,1300
3600000,Balikpapan Utara,356,358,SHM,Unfurnished,7,7,3500
6200000,Balikpapan Kota,398,557,SHM,Unfurnished,4,3,2200
1800000,Balikpapan Selatan,95,200,SHM,Unfurnished,3,2,2200
900000,Balikpapan Utara,100,78,SHM,Unfurnished,3,2,1300
350000,Balikpapan Selatan,45,78,SHM,Unfurnished,2,1,1300
1500000,Balikpapan Utara,274,137,SHM,Unfurnished,5,3,3500
4300000,Balikpapan Tengah,400,610,SHM,Unfurnished,3,3,10000
3000000,Balikpapan Selatan,250,300,SHM,Unfurnished,3,3,3500
1450000,Balikpapan Utara,130,200,SHM,Unfurnished,3,3,2200
1000000,Balikpapan Selatan,110,120,SHM,Unfurnished,2,1,3500
1300000,Balikpapan Utara,140,143,SHM,Unfurnished,2,3,2200
1800000,Balikpapan Utara,72,800,SHM,Unfurnished,3,1,1300
2250000,Balikpapan Tengah,225,200,SHM,Unfurnished,4,3,4400
10500000,Balikpapan Timur,458,358,SHM,Unfurnished,7,6,5500
600000,Balikpapan Selatan,49,72,SHM,Unfurnished,2,1,1300
600000,Balikpapan Selatan,49,136,SHM,Unfurnished,2,1,1300
2500000,Balikpapan Selatan,182,356,SHM,Unfurnished,3,3,6600
350000,Balikpapan Utara,40,90,SHM,Unfurnished,2,1,1300
365000,Balikpapan Utara,40,90,HGB,Unfurnished,2,1,1300
1200000,Balikpapan Selatan,70,130,SHM,Unfurnished,3,2,2200
1200000,Balikpapan Utara,150,56,SHM,Unfurnished,3,2,2200
1400000,Balikpapan Selatan,50,120,SHM,Unfurnished,2,2,2200
500000,Balikpapan Selatan,48,180,SHM,Unfurnished,3,1,900
450000,Balikpapan Timur,70,72,SHM,Unfurnished,2,1,2200
950000,Balikpapan Utara,45,72,SHM,Unfurnished,2,2,1300
700000,Balikpapan Selatan,150,150,SHM,Unfurnished,3,2,2200
950000,Balikpapan Utara,210,210,SHM,Unfurnished,3,2,2200
1000000,Balikpapan Utara,150,150,SHM,Furnished,2,2,5500
1300000,Balikpapan Tengah,100,128,SHM,Unfurnished,3,2,1300
760000,Balikpapan Selatan,120,84,SHM,Unfurnished,4,1,2200
575000,Balikpapan Selatan,100,72,SHM,Unfurnished,2,1,1300
620000,Balikpapan Kota,153,153,SHM,Unfurnished,5,2,2200
700000,Balikpapan Selatan,72,90,SHM,Unfurnished,3,1,2200
360000,Balikpapan Utara,36,90,HGB,Unfurnished,2,1,1300
770000,Balikpapan Selatan,45,96,SHM,Unfurnished,2,1,2200
1060000,Balikpapan Selatan,90,168,HGB,Unfurnished,3,2,1300
665000,Balikpapan Selatan,43,86,SHM,Unfurnished,2,1,1300
2500000,Balikpapan Selatan,116,240,SHM,Unfurnished,3,2,1300
650000,Balikpapan Utara,90,90,SHM,Unfurnished,2,2,1300
975000,Balikpapan Selatan,160,150,SHM,Unfurnished,4,2,1300
1450000,Balikpapan Utara,200,211,SHM,Unfurnished,3,2,2200
870000,Balikpapan Utara,60,150,SHM,Unfurnished,2,1,1300
2500000,Balikpapan Selatan,180,135,SHM,Unfurnished,4,3,2200
3000000,Balikpapan Selatan,240,600,SHM,Unfurnished,5,1,2200
1900000,Balikpapan Selatan,120,230,SHM,Unfurnished,5,2,2200
1400000,Balikpapan Selatan,170,84,SHM,Unfurnished,3,2,1300
7200000,Balikpapan Selatan,700,320,SHM,Unfurnished,5,4,5500
5500000,Balikpapan Tengah,385,475,SHM,Unfurnished,4,4,7700
980000,Balikpapan Selatan,135,135,SHM,Unfurnished,2,2,900
410000,Balikpapan Utara,40,84,SHM,Unfurnished,2,1,1300
245000,Balikpapan Timur,36,72,HGB,Unfurnished,2,1,1300
7000000,Balikpapan Selatan,360,310,SHM,Unfurnished,5,4,5500
800000,Balikpapan Utara,60,147,SHM,Unfurnished,2,2,2200
2800000,Balikpapan Selatan,180,221,SHM,Unfurnished,4,2,5500
1250000,Balikpapan Selatan,115,120,SHM,Unfurnished,3,2,1300
2500000,Balikpapan Kota,160,160,HGB,Unfurnished,4,3,4400
775000,Balikpapan Kota,110,270,SHM,Unfurnished,3,1,1300
5100000,Balikpapan Utara,350,770,SHM,Unfurnished,5,6,19000
3300000,Balikpapan Selatan,120,180,HGB,Unfurnished,3,3,3500
2950000,Balikpapan Utara,289,300,SHM,Unfurnished,6,4,10600
250000,Balikpapan Utara,38,60,HGB,Unfurnished,2,1,1300
375000,Balikpapan Utara,50,70,HGB,Unfurnished,2,1,1300
1300000,Balikpapan Timur,108,135,SHM,Unfurnished,4,2,2200
1250000,Balikpapan Utara,100,144,SHM,Unfurnished,3,2,1300
650000,Balikpapan Selatan,54,91,SHM,Unfurnished,2,1,2200
799000,Balikpapan Tengah,135,125,SHM,Unfurnished,3,3,1300
4000000,Balikpapan Selatan,304,250,SHM,Unfurnished,5,5,5500
2500000,Balikpapan Selatan,116,240,HGB,Unfurnished,3,2,1300
1800000,Balikpapan Utara,120,170,HGB,Unfurnished,2,2,4400
2900000,Balikpapan Tengah,200,312,SHM,Unfurnished,5,2,2200
2400000,Balikpapan Tengah,288,288,SHM,Unfurnished,4,4,2200
2230000,Balikpapan Utara,117,120,HGB,Unfurnished,3,2,2200
1500000,Balikpapan Utara,200,220,SHM,Unfurnished,4,4,2200
1200000,Balikpapan Utara,47,78,SHM,Unfurnished,2,2,1300
1500000,Balikpapan Utara,200,220,SHM,Unfurnished,4,4,2200
700000,Balikpapan Selatan,60,96,SHM,Unfurnished,2,1,1300
3500000,Balikpapan Selatan,200,200,SHM,Unfurnished,4,3,5500
3500000,Balikpapan Selatan,200,200,SHM,Unfurnished,4,3,5500
1010000,Balikpapan Tengah,60,108,SHM,Unfurnished,3,3,1300
2800000,Balikpapan Utara,225,311,SHM,Unfurnished,3,2,3500
600000,Balikpapan Utara,45,150,SHM,Unfurnished,2,1,1300
1100000,Balikpapan Selatan,120,120,SHM,Unfurnished,3,2,2200
7500000,Balikpapan Baru,300,300,SHM,Unfurnished,3,2,6600
850000,Balikpapan Utara,140,144,SHM,Unfurnished,3,3,3500
2750000,Balikpapan Baru,298,200,SHM,Unfurnished,5,4,6600
4500000,Balikpapan Baru,200,672,SHM,Unfurnished,6,6,4400
1000000,Balikpapan Selatan,120,150,SHM,Unfurnished,3,2,1300
750000,Balikpapan Utara,48,146,SHM,Unfurnished,2,1,3500
360000,Balikpapan Utara,90,120,SHM,Unfurnished,2,1,1300
3950000,Balikpapan Utara,200,180,SHM,Unfurnished,3,3,5500
750000,Balikpapan Tengah,120,144,SHM,Unfurnished,2,1,2200
4000000,Balikpapan Tengah,342,143,SHM,Unfurnished,6,3,5500
650000,Balikpapan Selatan,88,120,SHM,Unfurnished,2,1,2200
1130000,Balikpapan Utara,160,145,SHM,Unfurnished,4,2,4400
3690000,Balikpapan Selatan,230,400,SHM,Unfurnished,4,4,1300
3500000,Balikpapan Baru,275,198,SHM,Unfurnished,4,3,4400
1100000,Balikpapan Selatan,90,90,SHM,Unfurnished,3,2,2200
3750000,Balikpapan Selatan,250,350,SHM,Unfurnished,4,2,3500
4250000,Balikpapan Selatan,250,350,SHM,Unfurnished,4,2,3500
2100000,Balikpapan Utara,160,200,SHM,Unfurnished,3,2,2200
850000,Balikpapan Selatan,130,143,SHM,Unfurnished,3,2,2200
1050000,Balikpapan Selatan,178,200,SHM,Unfurnished,4,2,2200
475000,Balikpapan Selatan,70,92,SHM,Unfurnished,2,2,1300
3580000,Balikpapan Baru,250,240,SHM,Unfurnished,4,3,3500
2400000,Balikpapan Selatan,306,479,SHM,Unfurnished,6,5,2200
1600000,Balikpapan Utara,88,98,HGB,Unfurnished,3,3,2200
650000,Balikpapan Kota,200,153,SHM,Unfurnished,5,2,1300
1300000,Balikpapan Selatan,90,120,SHM,Semi-furnished,3,2,3500
950000,Balikpapan Selatan,80,112,SHM,Unfurnished,3,2,2200
1650000,Balikpapan Selatan,95,152,SHM,Unfurnished,3,2,2200
1000000,Balikpapan Selatan,100,102,SHM,Unfurnished,2,1,5500
2400000,Balikpapan Selatan,180,277,SHM,Unfurnished,3,2,2200
1550000,Balikpapan Baru,144,112,SHM,Unfurnished,3,4,4400
1550000,Balikpapan Utara,64,112,SHM,Unfurnished,2,2,2200
1100000,Balikpapan Utara,145,160,SHM,Unfurnished,4,3,4400
6500000,Balikpapan Tengah,200,516,SHM,Semi-furnished,9,4,1300
2260000,Balikpapan Selatan,120,133,SHM,Semi-furnished,3,3,2200
1750000,Balikpapan Selatan,145,135,SHM,Semi-furnished,3,2,2200
2150000,Balikpapan Selatan,160,207,SHM,Unfurnished,3,3,5500
2500000,Balikpapan Selatan,450,150,SHM,Unfurnished,2,3,2200
750000,Balikpapan Utara,91,45,SHM,Unfurnished,2,1,1300
9200000,Balikpapan Utara,839,1320,SHM,Unfurnished,3,5,3500
675000,Balikpapan Selatan,45,90,SHM,Semi-furnished,2,1,1300
6000000,Balikpapan Selatan,360,360,SHM,Unfurnished,4,4,4400
585000,Balikpapan Tengah,36,72,HGB,Furnished,2,1,5500
1200000,Balikpapan Selatan,70,90,SHM,Unfurnished,3,2,2200
1800000,Balikpapan Selatan,90,216,SHM,Unfurnished,4,1,2200
2200000,Balikpapan Selatan,220,374,SHM,Furnished,4,3,6600
1700000,Balikpapan Utara,230,194,SHM,Unfurnished,4,3,1300
2500000,Balikpapan Selatan,400,745,SHM,Unfurnished,5,2,2200
1950000,Balikpapan Selatan,167,152,SHM,Unfurnished,3,2,2200
1250000,Balikpapan Utara,120,120,SHM,Unfurnished,2,2,2200
15000000,Balikpapan Selatan,600,827,SHM,Unfurnished,4,5,4400
1160000,Balikpapan Selatan,100,168,HGB,Unfurnished,3,2,1300
2400000,Balikpapan Selatan,250,306,SHM,Unfurnished,4,3,2200
9000000,Balikpapan Selatan,300,570,SHM,Unfurnished,4,4,13200
1600000,Balikpapan Utara,240,180,SHM,Furnished,4,4,2200
2000000,Balikpapan Baru,130,172,SHM,Semi-furnished,2,2,2200
1000000,Balikpapan Selatan,170,170,SHM,Unfurnished,3,2,2200
586000,Balikpapan Kota,36,72,SHM,Unfurnished,2,1,1300
2000000,Balikpapan Utara,235,235,SHM,Unfurnished,2,2,3500
4000000,Balikpapan Kota,300,236,SHM,Unfurnished,4,4,2200
1550000,Balikpapan Utara,200,211,SHM,Unfurnished,4,2,2200
1600000,Balikpapan Utara,308,300,SHM,Unfurnished,4,3,2200
480000,Balikpapan Utara,45,120,HGB,Unfurnished,2,1,1300
550000,Balikpapan Selatan,60,72,SHM,Unfurnished,2,1,1300
4700000,Balikpapan Selatan,300,330,SHM,Unfurnished,4,2,10000
8500000,Balikpapan Baru,380,520,SHM,Semi-furnished,6,6,6600
1400000,Balikpapan Selatan,45,240,SHM,Unfurnished,3,2,2200
1650000,Balikpapan Baru,150,200,SHM,Furnished,3,2,2200
700000,Balikpapan Selatan,45,80,SHM,Unfurnished,2,1,1300
800000,Balikpapan Baru,45,90,SHM,Unfurnished,2,1,1300
1500000,Balikpapan Utara,130,200,SHM,Unfurnished,3,1,1300
1400000,Balikpapan Utara,120,210,SHM,Semi-furnished,4,2,1300
750000,Balikpapan Selatan,36,113,SHM,Unfurnished,2,1,3500
1200000,Balikpapan Selatan,72,162,SHM,Unfurnished,3,2,2200
4500000,Balikpapan Selatan,199,356,SHM,Semi-furnished,4,2,5500
800000,Balikpapan Selatan,105,105,SHM,Semi-furnished,3,1,1300
1800000,Balikpapan Selatan,300,326,SHM,Unfurnished,3,3,4400
2800000,Balikpapan Selatan,298,200,SHM,Unfurnished,5,4,5500
900000,Balikpapan Selatan,105,162,SHM,Unfurnished,3,2,1300
950000,Balikpapan Selatan,85,112,SHM,Semi-furnished,3,2,2200
545000,Balikpapan Timur,45,104,SHM,Unfurnished,2,1,1300
1600000,Balikpapan Tengah,128,120,SHM,Unfurnished,3,2,2200
1850000,Balikpapan Utara,300,215,SHM,Unfurnished,4,2,3500
150000,Balikpapan Timur,36,120,SHM,Unfurnished,2,1,900
2700000,Balikpapan Selatan,200,374,SHM,Unfurnished,3,3,6600
395000,Balikpapan Utara,45,72,SHM,Unfurnished,2,1,1300
2100000,Balikpapan Selatan,200,403,SHM,Unfurnished,5,2,2200
2300000,Balikpapan Baru,300,180,SHM,Unfurnished,3,2,2200
925000,Balikpapan Selatan,60,90,HGB,Unfurnished,2,1,1300
1700000,Balikpapan Selatan,215,191,SHM,Unfurnished,3,2,2200
900000,Balikpapan Selatan,72,54,SHM,Unfurnished,3,2,2200
1500000,Balikpapan Baru,93,120,SHM,Unfurnished,3,2,2200
1200000,Balikpapan Baru,100,140,SHM,Unfurnished,2,1,2200
500000,Balikpapan Utara,100,120,SHM,Unfurnished,3,1,1300
995000,Balikpapan Selatan,60,180,SHM,Unfurnished,3,1,1300
1500000,Balikpapan Utara,200,200,SHM,Unfurnished,4,2,3500
2800000,Balikpapan Baru,155,320,SHM,Unfurnished,4,3,5500
750000,Balikpapan Selatan,115,84,SHM,Unfurnished,4,1,2200
650000,Balikpapan Selatan,48,120,SHM,Semi-furnished,2,1,1300
1200000,Balikpapan Utara,175,195,HGB,Unfurnished,5,3,2200
700000,Balikpapan Selatan,140,142,SHM,Furnished,3,1,1300
1850000,Balikpapan Selatan,100,210,SHM,Unfurnished,3,2,1300
1790000,Balikpapan Utara,153,173,SHM,Unfurnished,3,2,2200
9500000,Balikpapan Selatan,400,670,SHM,Unfurnished,4,3,13200
900000,Balikpapan Selatan,120,200,SHM,Unfurnished,3,1,2200
2500000,Balikpapan Kota,275,200,SHM,Unfurnished,4,2,2200
900000,Balikpapan Selatan,100,178,SHM,Unfurnished,5,2,1300
