harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik
625000,  Balikpapan Selatan,78.0,135,SHM,Unfurnished,2,1,1300
680000,  Balikpapan Selatan,140.0,150,SHM,Unfurnished,2,2,1300
629990,  Balikpapan Timur,60.0,120,SHM,Unfurnished,3,2,1300
975000,  Balikpapan Utara,54.0,168,HGB,Unfurnished,2,1,2200
1050000,  Balikpapan Selatan,45.0,104,SHM,Semi-furnished,2,1,2200
1900000,  Balikpapan Selatan,154.0,154,SHM,Unfurnished,4,3,5500
870000,  Balikpapan Utara,60.0,150,SHM,Unfurnished,2,1,1300
950000,  Balikpapan Utara,110.0,120,SHM,Semi-furnished,2,2,2200
3000000,  Damai,298.0,200,SHM,Unfurnished,5,4,5500
1080000,  Balikpapan Selatan,150.0,200,SHM,Unfurnished,4,2,3500
990000,  Balikpapan Utara,110.0,120,SHM,Unfurnished,2,2,2200
890000,  Balikpapan Selatan,45.0,120,SHM,Unfurnished,2,1,1300
1400000,  Balikpapan Selatan,80.0,150,SHM,Unfurnished,2,2,2200
1220000,  Balikpapan Selatan,100.0,120,SHM,Unfurnished,2,2,2200
1400000,  Balikpapan Selatan,110.0,157,SHM,Furnished,3,2,2200
950000,  Balikpapan Utara,100.0,60,HGB,Unfurnished,2,2,1300
1100000,  Balikpapan Utara,128.0,128,SHM,Unfurnished,3,2,2200
3800000,  Manggar,250.0,580,SHM,Furnished,4,2,53000
3500000,  Balikpapan Selatan,100.0,200,SHM,Furnished,3,3,7700
1700000,  Balikpapan Tengah,170.0,300,SHM,Furnished,3,2,2200
600000,  Balikpapan Utara,70.0,90,SHM,Unfurnished,2,1,1300
835000,  Balikpapan Selatan,90.0,120,SHM,Unfurnished,2,1,1300
1400000,  Batu Ampar,240.0,240,SHM,Unfurnished,3,2,2200
1290000,  Balikpapan Selatan,240.0,240,SHM,Unfurnished,3,2,2200
2500000,  Balikpapan Tengah,180.0,330,SHM,Unfurnished,4,3,2200
430000,  Balikpapan Selatan,30.0,70,SHM,Unfurnished,2,1,1300
1200000,  Balikpapan Baru,200.0,165,SHM,Unfurnished,3,2,1300
830000,  Balikpapan Selatan,36.0,98,SHM,Furnished,2,1,1300
2800000,  Damai,130.0,240,SHM,Unfurnished,3,3,2200
3075000,  Balikpapan Selatan,250.0,300,SHM,Unfurnished,3,3,3500
650000,  Balikpapan Selatan,92.0,140,SHM,Unfurnished,2,2,2200
1950000,  Balikpapan Tengah,205.0,200,SHM,Unfurnished,3,2,22000
2875000,  Damai,120.0,240,SHM,Unfurnished,3,2,2200
2300000,  Balikpapan Selatan,264.0,285,SHM,Semi-furnished,5,4,3500
2260000,  Balikpapan Selatan,120.0,133,SHM,Unfurnished,3,3,2200
2500000,  Klandasan Ilir,120.0,128,SHM,Unfurnished,6,2,2200
2200000,  Balikpapan Selatan,200.0,160,SHM,Unfurnished,4,4,2200
1300000,  Balikpapan Utara,243.0,250,SHM,Semi-furnished,6,2,1300
850000,  Damai,150.0,150,SHM,Unfurnished,4,2,900
1200000,  Balikpapan Utara,130.0,150,SHM,Unfurnished,3,2,1300
2300000,  Balikpapan Utara,80.0,577,SHM,Semi-furnished,4,2,2200
1900000,  Balikpapan Selatan,140.0,212,SHM,Unfurnished,2,1,2200
3800000,  Balikpapan Selatan,234.0,135,SHM,Unfurnished,5,3,1300
1250000,  Balikpapan Utara,47.0,60,SHM,Unfurnished,2,2,1300
775000,  Prapatan,200.0,153,SHM,Unfurnished,5,2,1300
790000,  Balikpapan Utara,200.0,200,SHM,Furnished,3,2,1300
2250000,  Balikpapan Selatan,108.0,200,SHM,Semi-furnished,3,3,2200
4900000,  Balikpapan Utara,90.0,494,SHM,Unfurnished,3,2,2200
395000,  Balikpapan Selatan,75.0,116,SHM,Unfurnished,3,1,1300
660000,  Balikpapan Selatan,90.0,90,SHM,Unfurnished,2,1,1300
673000,  Balikpapan Tengah,42.0,78,SHM,Unfurnished,3,1,1300
1700000,  Balikpapan Selatan,255.0,150,SHM,Semi-furnished,3,3,3500
1200000,  Balikpapan Selatan,184.0,300,SHM,Unfurnished,4,3,2200
1000000,  Balikpapan Selatan,65.0,152,HGB,Unfurnished,3,2,1300
3700000,  Balikpapan Selatan,150.0,1850,HGB,Unfurnished,3,4,3500
300000,  Balikpapan Utara,96.0,96,SHM,Unfurnished,6,1,2200
600000,  Balikpapan Selatan,49.0,136,SHM,Unfurnished,2,1,1300
1000000,  Balikpapan Selatan,96.0,120,SHM,Unfurnished,2,1,3500
1900000,  Balikpapan Tengah,180.0,96,SHM,Unfurnished,4,3,2200
850000,  Balikpapan Utara,54.0,98,SHM,Unfurnished,3,2,1300
870000,  Balikpapan Tengah,100.0,144,SHM,Unfurnished,2,1,1300
950000,  Balikpapan Selatan,156.0,100,SHM,Unfurnished,5,2,2200
470000,  Batu Ampar,160.0,160,SHM,Unfurnished,4,2,2200
1880000,  Balikpapan Selatan,90.0,301,SHM,Unfurnished,3,2,2200
825000,  Balikpapan Utara,80.0,113,SHM,Unfurnished,2,1,2200
1500000,  Batakan,100.0,130,SHM,Unfurnished,3,2,2200
1000000,  Balikpapan Selatan,100.0,102,SHM,Unfurnished,2,1,5500
1750000,  Balikpapan Utara,88.0,98,SHM,Unfurnished,3,2,1300
1060000,  Balikpapan Selatan,65.0,90,SHM,Unfurnished,3,3,2200
1600000,  Balikpapan Selatan,65.0,105,SHM,Unfurnished,3,2,2200
1370000,  Balikpapan Utara,112.0,112,SHM,Unfurnished,2,2,2200
780000,  Balikpapan Selatan,45.0,84,SHM,Unfurnished,3,1,1300
698000,  Balikpapan Selatan,40.0,78,SHM,Unfurnished,2,1,1300
4650000,  Balikpapan Baru,250.0,200,SHM,Furnished,5,5,4400
4500000,  Gn. Sari Ilir,135.0,206,SHM,Unfurnished,7,7,2200
2700000,  Balikpapan Baru,220.0,230,SHM,Unfurnished,6,4,2200
7500000,  Balikpapan Baru,289.0,612,SHM,Unfurnished,6,6,5500
3000000,  Balikpapan Selatan,300.0,248,SHM,Unfurnished,3,3,2200
1900000,  Balikpapan Utara,135.0,235,SHM,Unfurnished,2,2,4400
2600000,  Balikpapan Baru,250.0,180,HGB,Semi-furnished,3,2,2200
7500000,  Balikpapan Tengah,600.0,373,SHM,Unfurnished,5,5,5500
2500000,  Balikpapan Utara,200.0,400,SHM,Unfurnished,4,2,1300
5000000,  Balikpapan Selatan,260.0,674,SHM,Unfurnished,3,3,4400
5000000,  Balikpapan Selatan,660.0,674,SHM,Semi-furnished,4,4,4400
1250000,  Balikpapan Selatan,200.0,200,SHM,Unfurnished,4,4,3500
7000000,  Balikpapan Selatan,500.0,673,SHM,Unfurnished,3,3,3500
2560000,  Sepinggan,250.0,200,SHM,Unfurnished,5,3,2200
2350000,  Balikpapan Selatan,176.0,112,SHM,Unfurnished,4,2,5500
5500000,  Balikpapan Utara,400.0,610,SHM,Unfurnished,3,3,10000
1260000,  Balikpapan Selatan,195.0,195,SHM,Unfurnished,3,2,4400
1300000,  Balikpapan Utara,80.0,144,SHM,Unfurnished,3,1,2200
1900000,  Balikpapan Tengah,138.0,200,SHM,Unfurnished,3,2,2200
