harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik,lantai
4099999,Telaga Sari,357.0,444,SHM,Unfurnished,8,4,6600,1
2000000,Klandasan Ulu,200.0,450,SHM,Unfurnished,4,2,2200,1
2500000,Klandasan Ilir,120.0,128,SHM,Unfurnished,6,2,2200,1
775000,Prapatan,200.0,153,SHM,Unfurnished,5,2,1300,2
