harga,lokasi,luas_bangunan,luas_tanah,sertifikat,furnish,kamar_tidur,kamar_mandi,listrik,lantai
1200000,Samarinda Ulu,81.0,72.0,HGB,Non-furnished,3,2,2200,2
1200000,Samarinda Utara,81.63,72.0,SHM,Non-furnished,3,2,2200,2
5000000,Samarinda Kota,220.0,288.0,SHM,Non-furnished,3,2,2200,1
2200000,Samarinda Kunjang,120.0,447.0,SHM,Semi-furnished,3,2,2200,1
3000000,Samarinda Utara,282.0,382.0,SHM,Non-furnished,5,5,1300,1
5000000,Sungai Pinang,565.0,400.0,SHM,Non-furnished,5,8,3500,2
4500000,Sungai Pinang,480.0,500.0,SHM,Non-furnished,5,5,4400,1
400000,Samarinda Seberang,150.0,200.0,SHM,Non-furnished,5,1,1300,1
2300000,Samarinda Ulu,185.0,268.0,SHM,Non-furnished,3,2,1300,1
1400000,Samarinda Utara,77.0,252.0,SHM,Non-furnished,3,2,900,1
1250000,Samarinda Utara,70.0,90.0,SHM,Non-furnished,3,2,2200,1
2080000,Samarinda Kota,93.0,140.0,HGB,Non-furnished,3,2,2200,1
3560000,Samarinda Kota,197.0,225.0,HGB,Non-furnished,3,2,2200,1
2980000,Samarinda Kota,186.0,180.0,HGB,Non-furnished,3,2,2200,2
4065000,Samarinda Kunjang,170.0,172.0,SHM,Non-furnished,4,4,2200,1
650000,Samarinda Kunjang,60.0,120.0,SHM,Non-furnished,3,2,1300,1
3300000,Samarinda Ulu,80.0,102.0,SHM,Non-furnished,2,2,2200,1
2080000,Samarinda Utara,93.0,140.0,HGB,Non-furnished,0,2,2200,1
15000000,Samarinda Kota,700.0,1100.0,SHM,Non-furnished,2,4,5500,1
1600000,Sungai Kunjang,300.0,150.0,SHM,Non-furnished,5,3,3500,2
400000,Samarinda Utara,80.0,100.0,SHM,Fully-furnished,2,2,900,1
920000,Samarinda Ulu,38.0,98.0,HGB,Non-furnished,2,1,2200,1
5000000,Samarinda Kota,240.0,288.0,SHM,Non-furnished,3,2,2200,1
4200000,Sungai Pinang,350.0,180.0,SHM,Non-furnished,3,3,5500,2
1000000,Loa Janan Ilir,72.0,72.0,SHM,Non-furnished,4,3,2200,1
600000,Samarinda Kota,45.0,120.0,SHM,Non-furnished,2,1,1300,1
810000,Samarinda Kota,125.0,150.0,SHM,Non-furnished,3,1,1300,1
6640000,Samarinda Kota,300.0,212.0,SHM,Non-furnished,1,2,3500,2
700000,Samarinda Utara,99.0,99.0,SHM,Non-furnished,2,1,2200,1
768000,Sungai Kunjang,54.0,100.0,SHM,Non-furnished,2,1,1300,1
828000,Samarinda Kunjang,54.0,100.0,HGB,Non-furnished,2,1,1300,1
968000,Samarinda Kunjang,54.0,177.0,SHM,Non-furnished,2,1,1300,1
621040,Loa Janan Ilir,45.0,105.0,PPJB,Non-furnished,2,1,1300,1
853670,Loa Janan Ilir,57.0,120.0,PPJB,Non-furnished,3,1,1300,1
3240000,Sungai Pinang,197.0,225.0,HGB,Non-furnished,3,3,2200,1
816000,Loa Janan Ilir,48.0,105.0,HGB,Non-furnished,2,1,1300,1
1510000,Loa Janan Ilir,96.0,201.0,HGB,Non-furnished,3,2,1300,1
2260000,Loa Janan Ilir,157.0,280.0,HGB,Non-furnished,3,3,1300,1
1570000,Loa Janan Ilir,110.0,215.0,HGB,Non-furnished,3,2,1300,1
548000,Loa Janan Ilir,27.0,84.0,HGB,Non-furnished,2,1,1300,1
970000,Samarinda Utara,90.0,98.0,SHM,Semi-furnished,3,2,2200,1
1000000,Samarinda Ulu,180.0,200.0,SHM,Non-furnished,3,2,1300,1
685000,Palaran,72.0,200.0,SHM,Non-furnished,2,2,1300,1
3600000,Samarinda Kota,250.0,320.0,SHM,Semi-furnished,4,5,4400,1
3560000,Sungai Pinang,197.0,225.0,SHM,Non-furnished,3,3,2200,1
1300000,Samarinda Utara,200.0,298.0,SHM,Non-furnished,5,3,2200,1
1500000,Samarinda Utara,45.0,180.0,SHM,Non-furnished,5,3,1300,1
60000000,Samarinda Kota,3000.0,10000.0,SHM,Non-furnished,8,6,13300,1
1700000,Samarinda Utara,330.0,165.0,SHM,Non-furnished,5,2,900,2
1500000,Sungai Kunjang,200.0,400.0,SHM,Non-furnished,4,2,1300,1
700000,Samarinda Ulu,140.0,170.0,SHM,Non-furnished,4,2,1300,1
2900000,Samarinda Ilir,235.0,470.0,SHM,Non-furnished,5,3,3500,1
800000,Samarinda Seberang,92.0,105.0,SHM,Non-furnished,2,1,1300,1
475000,Samarinda Utara,45.0,120.0,SHM,Semi-furnished,2,1,1300,1
800000,Samarinda Kota,60.0,176.0,SHM,Non-furnished,2,2,1300,1
1500000,Samarinda Ulu,250.0,297.0,SHM,Non-furnished,4,2,1300,1
1500000,Sungai Pinang,124.0,162.0,SHM,Non-furnished,4,3,2200,1
1620000,Samarinda Utara,84.0,105.0,SHM,Non-furnished,3,2,2200,1
3550000,Samarinda Ulu,200.0,453.0,SHM,Non-furnished,2,2,2200,1
4900000,Samarinda Utara,450.0,300.0,SHM,Non-furnished,4,3,4400,2
1600000,Samarinda Kota,380.0,400.0,SHM,Semi-furnished,7,3,3500,1
1800000,Samarinda Utara,250.0,241.0,SHM,Non-furnished,8,3,2200,2
5000000,Samarinda Kota,360.0,314.0,HGB,Non-furnished,5,5,4400,2
800000,Samarinda Ulu,100.0,185.0,SHM,Non-furnished,2,1,1300,1
1600000,Samarinda Kota,140.0,96.0,SHM,Non-furnished,3,3,1300,2
3000000,Samarinda Kota,180.0,330.0,SHM,Non-furnished,5,2,2200,1
1660000,Samarinda Ulu,230.0,300.0,SHM,Non-furnished,4,4,1300,1
1000000,Sungai Pinang,230.0,150.0,SHM,Non-furnished,4,3,3500,2
3400000,Samarinda Utara,450.0,390.0,SHM,Non-furnished,5,4,4400,2
1700000,Sungai Pinang,140.0,128.0,SHM,Non-furnished,3,1,2200,2
4900000,Samarinda Utara,400.0,300.0,SHM,Semi-furnished,5,3,3500,2
5600000,Samarinda Utara,200.0,170.0,SHM,Non-furnished,3,2,1300,2
5000000,Samarinda Ulu,181.0,300.0,SHM,Semi-furnished,5,4,3500,1
825000,Samarinda Utara,200.0,150.0,SHM,Non-furnished,5,3,2200,2
1355000,Sungai Pinang,85.0,200.0,SHM,Non-furnished,3,2,2200,1
850000,Samarinda Utara,70.0,144.0,SHM,Non-furnished,2,1,1300,1
3560000,Samarinda Kota,197.0,225.0,HGB,Non-furnished,3,2,2200,1
8080000,Sungai Pinang,275.0,515.0,SHM,Non-furnished,4,3,4400,1
499060,Loa Janan Ilir,39.0,72.0,PPJB,Non-furnished,2,1,1300,1
5200000,Samarinda Kota,300.0,463.0,SHM,Non-furnished,4,4,5500,1
1400000,Sungai Pinang,100.0,200.0,SHM,Non-furnished,4,2,2200,1
1000000,Sambutan,161.0,150.0,SHM,Non-furnished,4,2,2200,2
1800000,Sungai Pinang,84.0,105.0,HGB,Non-furnished,3,2,2200,1
1600000,Samarinda Ulu,200.0,300.0,SHM,Non-furnished,5,4,2200,1
3000000,Samarinda Ulu,155.0,330.0,SHM,Non-furnished,4,4,3500,1
