judul,hyperlink,img_hyperlinks,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kondisi Perabotan
RUMAH CANTIK SIAP HUNI DIPERUMAHAN ELIT VILLA TAMARA SAMARINDA ULU 0349,https://www.rumah123.com//properti/samarinda/hos17475475/?itm_source=organic&itm_medium=LDP Labeled,https://sharpie-image.s3-ap-southeast-1.amazonaws.com/placeholder.png,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH NYAMAN SIAP HUNI LINGKUNGAN TENANG SAMARINDA ULU 3246,https://www.rumah123.com//properti/samarinda/hos15510566/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-17-12-40-47-7477e1e7-5de1-467d-bf17-674d0622090d.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH HUNIAN ASRI DAN NYAMAN BANGET,https://www.rumah123.com//properti/samarinda/hos17257649/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-06-02-08-38-58-0b64074d-1d77-427a-8d75-c5fbf0865f4b-1717292338.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Di jual rumah di samarinda dekat bandara,https://www.rumah123.com//properti/samarinda/hos17200085/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2024-05-26-08-36-47-1cee710a-d197-45f2-9205-2be5ecedf057.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH NYAMAN LINGKUNGAN TENANG SIAP HUNI SAMARINDA ULU 0040,https://www.rumah123.com//properti/samarinda/hos15782243/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-12-14-05-10-04-b3616e5a-a414-4c08-994a-651377569e5c.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Mewah Material Premium Siap Huni Samarinda,https://www.rumah123.com//properti/samarinda/hos14269002/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-11-08-23c0d435-7ffa-4bec-a5c3-92ad937cb8cf.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Mewah Tepi Jalan Tengah Kota Samarinda,https://www.rumah123.com//properti/samarinda/hos13642688/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-28-16-c19b339c-f562-4a5d-b4e4-291e70779a3a.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Murah Dan Full Furnished Di Samarinda,https://www.rumah123.com//properti/samarinda/hos12070241/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-58-04-445f727d-0734-4234-841a-6cd2e7267817.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah murah di jalan besar Kadrie Oening,https://www.rumah123.com//properti/samarinda/hos17083484/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-13-03-10-01-42c714e7-1432-4ad3-bb85-c35307c2454f-1715544601.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH TELUK LERONG,https://www.rumah123.com//properti/samarinda/hos17083475/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-13-03-05-11-e13dd41f-1922-4bb0-8eab-9c86672e4230-1715544311.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BESAR SIAP HUNI COCOK DIBANGUN KOST KOSTAN SAMARINDA ULU,https://www.rumah123.com//properti/samarinda/hos17081490/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-05-12-07-56-00-bf9dcde4-eb78-4d1c-a447-7f0a24d0c3ce.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH TERMURAH SIAP HUNI DIPERUMAHAN ELIT SAMARINDA ULU 9662,https://www.rumah123.com//properti/samarinda/hos17081162/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-05-12-06-53-46-89cde7ae-1c6c-4fce-b4a2-63b8184154b1.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH JUAL 2 LANTAI SIAP HUNI VIEW INDAH SAMARINDA SEBERANG 0944,https://www.rumah123.com//properti/samarinda/hos16558924/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-03-03-06-34-13-61471a5e-2df7-40c8-af59-da2b703e93ac.jpg,RUMAH JUAL 2 LANTAI SIAP HUNI VIEW INDAH SAMARINDA SEBERANG 0944,Rp 810 Juta,"Samarinda Seberang, Samarinda",5,4,187 m²,187 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH JUAL COCOK PASANGAN BARU SAMARINDA UTARA 9996,https://www.rumah123.com//properti/samarinda/hos16276658/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-02-04-14-26-41-7921d1fe-d8a2-40b7-9eaa-7059245891dc.jpg,RUMAH JUAL COCOK PASANGAN BARU SAMARINDA UTARA 9996,Rp 580 Juta,"Samarinda Utara, Samarinda",2,1,120 m²,45 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
Rumah Nyaman di Perumahan Elit Samarinda Kota 8080,https://www.rumah123.com//properti/samarinda/hos15435874/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-11-12-14-37-23-762137d4-73d3-4650-ba99-dc950f488edc.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH JUAL DIPERUMAHAN MEDITERANIA SAMARINDA 6825,https://www.rumah123.com//properti/samarinda/hos15279887/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-10-28-13-51-05-7cf4bdd5-9b3d-4315-884b-af9c993b071b.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH JUAL PEMANDANGAN INDAH DIPERUMAHAN SAMARINDA 0897,https://www.rumah123.com//properti/samarinda/hos15202590/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-10-21-16-54-18-4afeac57-9925-4694-bf2b-dea036bd21bb.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MINIMALIS CANTIK JUAL CEPAT SAMARIMDA UTARA,https://www.rumah123.com//properti/samarinda/hos15202608/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2023-10-21-17-19-15-ed54ec9b-a8ef-4459-9276-9ba648a62622.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Jalan Pangeran Hidayatullah Samarinda Pusat Kota, Cocok Untuk Segala Usaha, Cafe, Restoran, Kantor, Show Room, Bank Dll",https://www.rumah123.com//properti/samarinda/hos14670091/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1703/2023-09-03-12-46-55-06c593ac-e538-44ee-9bd9-e47683ea3fa7.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di perum Samarinda sebrang,https://www.rumah123.com//properti/samarinda/hos7852228/,https://pic.rumah123.com/r123/720x420-crop/house/ho78/7852228/original/hos7852228-rumah-di-jual-di-samarinda-seberang-samarinda-16120783220689.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di Perum asri di Sambutan Samarinda,https://www.rumah123.com//properti/samarinda/hos7692095/?itm_source=organic&itm_medium=LDP Labeled,https://pic.rumah123.com/r123/720x420-crop/house/ho76/7692095/original/hos7692095-rumah-di-jual-di-sambutan-samarinda-16084736548407.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di perum Citra Griya Samarinda,https://www.rumah123.com//properti/samarinda/hos1934540/,https://pic.rumah123.com/r123/720x420-crop/house/ho19/1934540/original/hos1934540-rumah-di-jual-di-samarinda-kunjang-samarinda-1459056714916.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik di perumahan Villa Tamara,https://www.rumah123.com//properti/samarinda/hos17706167/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-27-14-23-58-9616016e-afd6-4cb7-971b-1be539ade763-1722065038.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik super homey di perumahan Villa Tamara,https://www.rumah123.com//properti/samarinda/hos17704066/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-27-10-15-10-aa4e463d-ba47-49bc-abe6-41599a84729d-1722050110.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah  di perumahan Bumi Sempaja,https://www.rumah123.com//properti/samarinda/hos17645359/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-07-20-12-39-25-17053f71-4569-4322-a9f2-5c14e1fa0d04-1721453965.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah dijual perum Bumi Sempaja,Bagus di Jl PM Noor, Perum Bumi Sempaja Bagus",https://www.rumah123.com//properti/samarinda/hos17587391/,https://picture.rumah123.com/r123-images/720x420-crop/customer/831128/2024-07-13-09-01-41-b9b3443d-6247-4090-8467-259498df90c3.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH STRATEGIS MANUNGGAL,https://www.rumah123.com//properti/samarinda/hos17585987/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-13-13-06-12-ed2252cb-7cef-4490-9d02-636b823fbd80-1720850772.jpg,RUMAH STRATEGIS MANUNGGAL,"Rp 1,95 Miliar","Sungai Kunjang, Samarinda",4,3,292 m²,186 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
RUMAH STRATEGIS MANUNGGAL,https://www.rumah123.com//properti/samarinda/hos17585985/,https://picture.rumah123.com/r123-images/720x420-crop/customer/2031275/2024-07-13-13-06-09-71ebd867-14cc-4ebf-a649-0c6ac73ddf32-1720850769.jpg,RUMAH STRATEGIS MANUNGGAL,"Rp 1,95 Miliar","Sungai Kunjang, Samarinda",4,3,292 m²,186 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,N/A
RUMAH BISA UNTUK USAHA DI JL ANGGUR,https://www.rumah123.com//properti/samarinda/hos17470955/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1692135/2024-06-29-13-00-50-ec286f4f-eef5-4006-9032-a7f1c114b97a-1719640850.jpg,RUMAH BISA UNTUK USAHA DI JL ANGGUR,"Rp 1,9 Miliar","Samarinda Ulu, Samarinda",3,2,198 m²,128 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,N/A
RUMAH HUNIAN 2 KAMAR YANG NYAMAN DI PALARAN,https://www.rumah123.com//properti/samarinda/hos17469263/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-06-29-09-36-59-6c6379e5-0e77-4f2d-8332-a29aece58806-1719628619.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH STRATEGIS TENGAH KOTA,https://www.rumah123.com//properti/samarinda/hos17469245/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1692135/2024-06-29-09-32-37-0f8346b2-78f1-4a63-bfdf-0c4122506d46-1719628357.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH TINGGAL + TEMPAT USAHA,https://www.rumah123.com//properti/samarinda/hos17306669/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-06-08-07-43-52-49476efd-e998-4cf6-aa99-7eb6bfcba523-1717807432.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH KANTOR PINGGIR JALAN BESAT TENGAH KOTA SAMARINDA 7555,https://www.rumah123.com//properti/samarinda/hos17196244/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-05-25-08-51-35-572eac24-ddd0-49d0-a315-c0f88ae12da2.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di jual di Aws syahrani samarinda dekat  lembuswana ,https://www.rumah123.com//properti/samarinda/hos17195394/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2024-05-25-06-52-35-337b71b0-fbe7-4e28-ac5f-b7cd35075ea9.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK DAN NYAMAN DI CITRALAND CITY,https://www.rumah123.com//properti/samarinda/hos17192315/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-25-07-39-46-b61ccaa7-1a9d-4acf-86cb-2ad8682d3b5e-1716597586.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah mewah  di Villa Tamara,https://www.rumah123.com//properti/samarinda/hos17137363/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-05-18-10-22-11-e814a7f3-18f2-4d9b-bb8f-346097a30e8c-1716002531.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MINIMALIS COCOK KELUARGA KECIL SAMARINDA SUNGAI KUNJANG 5216,https://www.rumah123.com//properti/samarinda/hos17077609/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-05-11-08-29-01-38a4355e-2f22-4b90-baa0-7522932e36ef.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH 7 KAMAR DENGAN HALAMAN LUAS DI TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17076310/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1795978/2024-05-11-13-03-14-3715cb75-7230-421e-b414-bdf195f60b0a-1715407394.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTEGLIA CITRALAND CITY,https://www.rumah123.com//properti/samarinda/hos17076096/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1892262/2024-05-11-12-34-02-7d9fcb8c-90da-417f-91ae-8fd32a791111-1715405642.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH WOLTER MONGINSIDI SAMARINDA 23329,https://www.rumah123.com//properti/samarinda/hos17025576/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17025576/original/hos17025576-rumah-di-jual-17148436934638.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH PKL SAMARINDA 32096,https://www.rumah123.com//properti/samarinda/hos17025581/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17025581/original/hos17025581-rumah-di-jual-di-samarinda-ulu-di-samarinda-17148437057062.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BORNEO MUKTI SAMARINDA 32492,https://www.rumah123.com//properti/samarinda/hos17025588/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17025588/original/hos17025588-rumah-di-jual-di-sungai-pinang-di-samarinda-17148437259831.jpg,RUMAH BORNEO MUKTI SAMARINDA 32492,Rp 335 Juta,"Sungai Pinang, Samarinda",N/A,N/A,135 m²,N/A,N/A,Rumah,N/A,N/A,N/A
RUMAH VILLA TAMARA SAMARINDA 33045,https://www.rumah123.com//properti/samarinda/hos17025592/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17025592/original/hos17025592-rumah-di-jual-di-samarinda-ulu-di-samarinda-17148437372352.jpg,RUMAH VILLA TAMARA SAMARINDA 33045,"Rp 3,8 Miliar","Samarinda Ulu, Samarinda",N/A,N/A,240 m²,N/A,N/A,Rumah,N/A,N/A,N/A
RUMAH HM. ARDAN SAMARINDA 23298,https://www.rumah123.com//properti/samarinda/hos17025603/,https://pic.rumah123.com/r123/720x420-crop/house/ho17/17025603/original/hos17025603-rumah-di-jual-di-sungai-pinang-di-samarinda-1714843768286.jpg,RUMAH HM. ARDAN SAMARINDA 23298,Rp 951 Juta,"Sungai Pinang, Samarinda",N/A,N/A,90 m²,N/A,N/A,Rumah,N/A,N/A,N/A
DI  RUMAH BARU GRAND TAMAN SARI SAMARINDA SEBERANG,https://www.rumah123.com//properti/samarinda/hos17020036/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-05-04-07-37-09-5b629fb1-d036-44ec-a816-5e86d67d944a-1714783029.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH BARU GRAND TAMAN SARI SAMARINDA SEBERANG,https://www.rumah123.com//properti/samarinda/hos17020033/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-05-04-07-36-12-4738aa12-32a3-4cc0-9501-6637e4454d4b-1714782972.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH BARU GRAND TAMAN SARI SAMARINDA SEBERANG,https://www.rumah123.com//properti/samarinda/hos17020024/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-05-04-07-33-14-8a81c204-289b-4f5e-818d-fb0f9653b7a0-1714782794.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH BARU GRAND TAMAN SARI SAMARINDA,https://www.rumah123.com//properti/samarinda/hos17020018/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1972023/2024-05-04-07-32-07-806f76e8-aafd-408d-98e8-751588029e5d-1714782727.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MURAH 2 LANTAI DI TENGAH KOTA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16968835/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1676023/2024-04-27-13-19-30-329950c0-be48-4e00-abe2-b7072c2a0cd6-1714198770.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah di Jl.  Talang Sari SHM ,https://www.rumah123.com//properti/samarinda/hos14692751/,https://picture.rumah123.com/r123-images/720x420-crop/customer/831128/2023-09-05-14-11-34-e0570825-9e02-455d-b2fa-a0858773dfb7.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU PERUMAHAN GRAND TAMAN SARI JALAN H.M. RIFADDIN SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16799273/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16799273/original/hos16799273-rumah-di-jual-di-loa-janan-ilir-samarinda-1711761539.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH CANTIK RAPAK INDAH SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16748628/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16748628/original/hos16748628-rumah-di-jual-di-sungai-kunjang-samarinda-1711153317.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH DI  PALARAN SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16748623/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16748623/original/hos16748623-rumah-di-jual-di-palaran-samarinda-1711153264.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH SIAP HUNI DI PERUMAHAN TENANG SAMARINDA PALARAN 7045,https://www.rumah123.com//properti/samarinda/hos16684342/?itm_source=organic&itm_medium=LDP Labeled,https://picture.rumah123.com/r123-images/720x420-crop/customer/1893175/2024-03-16-04-57-35-6659c288-8306-4502-94fe-98fc11378a1d.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK 2 LANTAI DI PANDAN HARUM HILL SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16682589/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16682589/original/hos16682589-rumah-di-jual-di-samarinda-ulu-samarinda-1710557384.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH CANTIK BUKIT MEDITERANIA TYPE VARDA SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16681954/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16681954/original/hos16681954-rumah-di-jual-di-samarinda-ulu-samarinda-1710552131.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH MEWAH THE PREMIERE HILLS MEDITERANIA CLUSTER BENGKIRAI SAMARINDA,https://www.rumah123.com//properti/samarinda/hos16681921/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16681921/original/hos16681921-rumah-di-jual-di-samarinda-ulu-samarinda-1710551649.jpg,RUMAH MEWAH THE PREMIERE HILLS MEDITERANIA CLUSTER BENGKIRAI SAMARINDA,"Rp 2,7 Miliar","Samarinda Ulu, Samarinda",3,2,128 m²,144 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,N/A
RUMAH ALAYA CLUSTER BANYAN BH50,https://www.rumah123.com//properti/samarinda/hos16681890/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16681890/original/hos16681890-rumah-di-jual-di-samarinda-utara-samarinda-1710551152.jpg,RUMAH ALAYA CLUSTER BANYAN BH50,"Rp 3,56 Miliar","Samarinda Utara, Samarinda",2,2,225 m²,197 m²,N/A,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,N/A
RUMAH ALAYA CLUSTER CANARY CF35,https://www.rumah123.com//properti/samarinda/hos16681829/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16681829/original/hos16681829-rumah-di-jual-di-samarinda-utara-samarinda-1710550002.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DI  RUMAH ALAYA CLUSTER CANARY CF25,https://www.rumah123.com//properti/samarinda/hos16681810/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16681810/original/hos16681810-rumah-di-jual-di-samarinda-utara-samarinda-1710549587.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Pinggir jalan Lambung Mangkurat Ukuran 6 M X 24 M Lokasi Sangat Strategis. Untuk usaha Apa Saja. Sangat cocok untuk usaha Kuliner, dll. Samarinda.",https://www.rumah123.com//properti/samarinda/hos16621456/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16621456/original/hos16621456-rumah-di-jual-di-sungai-pinang-samarinda-1709950571.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU 2 LANTAI DI BUKIT MEDITERANIA,https://www.rumah123.com//properti/samarinda/hos16552725/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16552725/original/hos16552725-rumah-di-jual-di-samarinda-ulu-samarinda-1709356638.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah Baru 2 Lantai The Premiere Hills Samarinda inden ,https://www.rumah123.com//properti/samarinda/hos16478370/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16478370/original/hos16478370-rumah-di-jual-di-samarinda-ulu-samarinda-1708735555.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUMAH BARU TIPE VARDA CLUSTER GREECE,https://www.rumah123.com//properti/samarinda/hos16478357/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16478357/original/hos16478357-rumah-di-jual-di-samarinda-ulu-samarinda-1708735398.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah cantik 1 lantai di  di AWS,https://www.rumah123.com//properti/samarinda/hos16268138/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16268138/original/hos16268138-rumah-di-jual-di-samarinda-ulu-samarinda-1706937598.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Rumah Cantik, bagus, bersih jalan KH. Harun Nafsi. Samarinda sebrang. Perumahan Gemilang.",https://www.rumah123.com//properti/samarinda/hos16265553/,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16265553/original/hos16265553-rumah-di-jual-di-samarinda-seberang-samarinda-1706921454.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah bagus dan cantik Jalan Manunggal. loa Bakung. sungai kunjang. Rumah bagus cantik dan besar sangat terawat.  Di halaman jalanan Bisa akses keluar masuk mobil.,https://www.rumah123.com//properti/samarinda/hos15963936/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-12-22-5f0acfe1-95ce-42c7-b6ee-705b3dd83e21-1720948342.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Di  Rumah Di Perumahan Citra Gading. Rumah Besar dan nyaman. Ada taman untuk bersantai.,https://www.rumah123.com//properti/samarinda/hos15859909/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1945074/2024-07-14-16-12-30-47bfe58e-bff6-436b-8b60-f8e99640775f-1720948350.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rumah  cepat 2 lantai di perumahan villa Tamara pak,https://www.rumah123.com//properti/samarinda/hos15655000/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1914476/2024-06-06-09-22-01-a7516964-8b9e-4a27-8c13-f40294d748f5-1717640521.jpg,Tidak ada judul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
